name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Rockin Roxie,Beagle,"Black, Tan & White",20,7-Apr-17,1-Feb-17,Female,12,1775,499655,AKC,"Introducing Rockin Roxie! She’s a pampered and joyful little girl. Without a doubt, she’ll be the favorite of your home in no time. Her favorite hobby other than playtime is spending time with you. When Rockin Roxie arrives to her new home, she will have a complete nose to tail vet check and arrive with a current health certificate.  Rockin Roxie is an all-round healthy girl waiting for the perfect family to entertain. Wouldn’t you love to have her? She can’t wait to love you!",9
Leo,Cavalier King Charles Spaniel,Ruby,22,7-Apr-17,31-Jan-17,Male,14,2675,499656,ACA,"May I introduce to you, the fabulous, the fantastic, the magnificent, Mr. Leo! This puppy is one of a kind, and will steal your heart the moment you lay eyes on him. He's a real crowd-pleaser. He will do anything for a treat, or just a good belly rub. Leo will arrive up to date on vaccinations and with a thorough exam from his vet! He can't wait for you to bring him home and make him the star he deserves to be. He'll shine bright for you, for many years to come. Make Leo your leading man today!",9
Diego,Cocker Spaniel,Black & White,22,13-Apr-17,16-Feb-17,Male,18,2095,499657,AKC,"""Hi, I am Diego. My beautiful face and warm kisses will lift your heart with joy every day. I have up to date vet checks and vaccinations. I have been checked out from my head to toes. I am ready for you to say Yes and make me your newest family member. We will play, go for walks and nap together. We will have so much fun and become best friends forever. Pick me.""",6
Kabby,German Shepherd,Sable,100,11-Apr-17,11-Feb-17,Female,85,3450,499658,AKC,"Stop right there, and look no further! Kabby is the one you have been looking for. She will win your heart with her first puppy kiss. Kabby is the perfect cuddle buddy. She comes from pure Czech Republic imported lines. These puppies are imports, absolutely no American ancestry. Kabby will be sure to come home to you happy, healthy, and full of kisses just for you. She will be up to date on her vaccinations and pre-spoiled. What more could you ask for? Make this cutie your cuddle buddy, and she will be sure to be that perfect addition that you have searched for.",7
Elaine,Cavalier King Charles Spaniel,"Black, White & Tan",22,7-Apr-17,31-Jan-17,Female,14,2725,499659,ACA,Meet Elaine! Isn’t she just gorgeous? This little girl will definitely brighten up your days. She will be the talk of the town. Wouldn’t you just love to make this sweet pup yours today? Elaine is more than ready to shower you with all of the love she has to offer. Elaine will have a complete nose to tail vet check and arrive up to date on her vaccinations. Make Elaine a part of your family and you will not be able to imagine your life without her.,9
Jasper,Cavalier King Charles Spaniel,Blenheim,22,7-Apr-17,31-Jan-17,Male,14,2495,499662,ACA,"Introducing Jasper! He’s a happy little guy. Without a doubt, he’ll be the favorite of your home in no time. His favorite hobby other than playtime is spending time with you. When Jasper arrives to his new home, he will have a complete nose to tail vet check and arrive with a current health certificate. Jasper is an all-round healthy boy waiting for the perfect family to entertain. Wouldn’t you love to have him? He can’t wait to love you!",9
Porsh,Labrador Retriever,Black,75,I'm ready today!,25-Jan-17,Male,65,2150,499663,AKC,"What a beautiful, blocky headed Lab. Porsh is broad chested and has a thick lush coat that just shimmers in the sunlight. He is a quiet little guy and loves attention. He enjoys playing in the yard with the kids and his siblings. He likes to explore and see what he can find of interest. His dad is an APR champion and is OFA certified. His mom comes from a line of dogs we have had for seven generations and they have all been very healthy, loving, and smart dogs. They are calm and very obedient dogs; I have raised labs for over 35 years. Porsh will be microchipped, come with full AKC registration, and a six generation pedigree to show his lineage. He is current on vaccinations and vet checked. This one will be a head turner wherever you go. What a beautiful puppy, and he could be your very own. Just call today.",10
Buddy,Cavalier King Charles Spaniel,Ruby,22,7-Apr-17,31-Jan-17,Male,14,2675,499664,ACA,"Look no further! You have found your new baby boy. Buddy is exactly what you have been looking for, perfect in every way. He is just waiting for that perfect family to make him theirs. Don’t miss out on this handsome baby boy. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. What are you waiting for? Make this cuddle bug yours today.",9
Pete,Labrador Retriever,Black,75,I'm ready today!,25-Jan-17,Male,65,2150,499665,AKC,"Here is an English Lab puppy that is blocky headed with a nice lush coat and otter tail. He loves to play outside and be with people. He likes to snuggle and give puppy kisses. He is easygoing and loves attention. His sire is a champion and is OFA certified, with a great personality and his mom is out of a line of dogs we have had for 7 generations and they have all been great dogs, very healthy and smart. We hunt them and yet they are a calm loving dog, great for the family companion. They go everywhere with us. He will be microchipped, come with AKC registration and a 6 generation pedigree to show his lineage. He is current on vaccinations and vet checked. Call today!",10
Tugg,Rottweiler,Black & Mahogany,90,7-Apr-17,7-Feb-17,Male,70,1825,499670,AKC,"Tugg is a fearless guardian of his toys! He is always up for a tug-of-war when his siblings will participate. He loves to roll over and have his belly scratched, and also enjoys lying on his bed watching TV. He gets along well with all sizes of other dogs, as well as cats. Tugg appears to be very smart, as he is catching on to new things very quickly. He was the first of his litter to successfully negotiate a maze to the treat at the end. Tugg will make an excellent companion to anyone, and will reward you with unending loyalty.",8
Kai,German Shepherd,Black & Cream,90,I'm ready today!,14-Jan-17,Female,75,1875,499671,AKC,"Meet Kai! She is a sweetheart and will follow you wherever you want to go. She loves to give kisses and chew on toys. Whoever becomes her new family is in for a very good treat. She sure is a sweetie! Kai will arrive healthy, happy, and current on vaccinations and vet checks. This cutie promises to bring much joy to your home. Don't miss out on making this special girl your very own. Puppy kisses are waiting!",11
Patunia,Labrador Retriever,Yellow,75,I'm ready today!,25-Jan-17,Female,65,2395,499681,AKC,"Looking for that special puppy? Look no further. This little girl has it all; a great looking, big head, nice thick lush hair coat, otter tail and good stance. She loves attention and wants to be with you wherever you go. She is so sweet, loves to snuggle, and give puppy kisses. She likes to lay on your lap for her nap. Her sire is an APR champion and is OFA certified. Her mom is out of a line of dogs we have had for 7 generations. They are very smart, calm, eager to please dogs. They are great hunters, yet awesome family companions. They are a part of the family. I have raised and showed labs for over 35 years. She will come with a 6 generation pedigree to show her lineage, full AKC registration and micro-chipped. She is current on vaccinations and has been vet checked. Take this cutie home for your very own today. Her bags are packed and ready to go.",10
Persey,Labrador Retriever,Yellow,75,I'm ready today!,25-Jan-17,Female,65,2395,499682,AKC,"Meet Persey! She is a sweet little package loaded with love and kisses. This little girl is an entertainer. She loves to run and play in the yard and tries to chase the leaves. She loves to play with the kids and wrestle with her siblings. She has a nice head, thick, lush coat and such expression. She will make you laugh daily. Her sire is an APR champion and is OFA certified. Mom is out of a long line of excellent dogs. We have had this line for 7 generations. They make great hunting dogs and excellent companions. They are very smart and eager to please. I have raised and showed labs for over 35 yrs.  She will be micro-chipped, come with full AKC registration and a 6 generation pedigree to show her lineage. This little one will steal your heart. Call today to make her your very own bundle of joy.",10
Excellent,Rottweiler,Black & Mahogany,120,I'm ready today!,16-Jan-17,Female,100,2095,499686,AKC,"Excellent is the perfect family pet. She loves to play and training sessions. She is truly an elegant puppy. She can't wait to meet you. She just knows you'll love her as much as she'll love you! Excellent will arrive healthy, happy, and current on vaccinations and vet checks. This cutie promises to bring much joy to your home. Don't miss out on making this special girl your very own. Puppy kisses are waiting!",11
Major,French Bulldog,Blue,22,I'm ready today!,7-Feb-17,Male,20,6850,499688,AKC,"""Hi! My name is Major. I am a very gorgeous and unique puppy. I am now taking applications for my new family. I want to live with them forever, so I have to make sure that I choose the right one! I am told that I am very smart, sweet and playful. I love to watch what you do very attentively. Spending time with you will make me the happiest puppy ever! Sometimes I feel the need to give you puppy kisses! I prefer to kiss your nose, as there is something so funny about human noses; they make me giggle. I also really enjoy chasing my tail. I don't know what that thing does back there, but it intrigues me. I have yet to catch it, but I'll keep trying. I am looking for a family that will love and spoil me, as long as you let me spoil you with my love too. I think you could be the one for me!""",8
Mr. Pickles,Havanese,Black,9,I'm ready today!,1-Feb-17,Male,10,2450,499690,APRI,"Mr. Pickles is a beautiful baby boy. He has a beautiful black and white coat. Mr. Pickles loves playing with his toys, especially his squeaky toy. He is a happy and joyful puppy who does excellent with our two year old son. Mr. Pickles will run after him, as much as a little puppy can, when they play. He loves to give puppy kisses and nibble on toes. He has added many smiles to our lives already and he will do the same for your family. If you are looking for a new member of the family, Mr. Pickles is your new puppy.",9
Suzy Q,Havanese,Gold Sable,9,I'm ready today!,1-Feb-17,Female,10,2725,499691,APRI,"Suzy Q has beautiful markings and a super sweet face. Her eyes glow and she strives to take all of your attention. It is not hard for her to get it because she is so cute! Suzy Q is raised with kids and is wonderful with them. She loves her squeaky toy, my two year old's sneakers, and cuddling after she is tired. Suzy Q is a beautiful baby girl with a soft coat. Her markings are stunning. She is attentive, sweet, and loves to have her ears scratched. Suzy Q will make a wonderful companion and will want to be a part of your family.",9
Maverick,Havanese,Chocolate Brindle,9,I'm ready today!,1-Feb-17,Male,10,2725,499692,APRI,"Maverick is a very handsome little boy. His soft coat has a hint of red which shines next to the white parti-color. He has the looks and personality to cause your neighbors to stop you during walks. Maverick has bright eyes and holds his head high. He loves to cuddle and is curious, just like his mom. Maverick is raised by a young family who enjoys playing with puppies and getting them ready for their new homes. This puppy will continue to give smiles in your house, just as he does in ours.",9
Drake,Cane Corso,Black Brindle,120,I'm ready today!,17-Dec-16,Male,95,3895,499694,ICCF,Wow! What a cutie you have found here! This little guy will be sure to steal your heart away with just one look into those puppy eyes. Drake is as sweet as they come. He will be that perfect cuddle buddy you have been looking for. He is always the first to want to lay right up with you when it’s movie and popcorn time. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy.,15
Oliver,Aussiedoodle,Black & Brown,10,I'm ready today!,26-Jan-17,Male,30,2350,499698,ACHC,"“Hi! My name is Oliver and there is no need to look any further, because I am the one for you! I promise to brighten your every morning with puppy kisses and snuggle with you every night. I have the nicest coat that just begs to be petted. I have a secret to share with you, too. I absolutely love to have my tummy rubbed! I love it so much that I will melt in your arms while you do it. Don't you want me to be the newest addition to your family? I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”",9
Budda,Australian Shepherd,Red Tri,45,I'm ready today!,28-Jan-17,Male,35,1175,499699,APRI,"You have just found “The One!” Meet the most handsome boy ever, Budda. He is currently waiting for his forever loving family to make him theirs today. Budda is just as playful and lovable as they come. He will be sure to be the talk of your town. Budda will be sure to come home to you up to date on his puppy vaccinations and vet visits. Don’t let this handsome baby boy slip away from you. He will be sure to make that perfect loving addition that you have been searching for.",9
Blake,Cocker Spaniel,Buff,22,13-Apr-17,16-Feb-17,Male,18,2095,499700,AKC,"""Hi, I am Blake. I love to play, run fast and full of energy. I also love to cuddle, give you kisses and nap too. I have been veterinary check from my head to my tail. I got an A+. On my report. We will be best friend's forever and I looking forward to learning all the proper doggie manners. I have already started on training now. I can show you when you say yes and bring me to my forever home. Just close your eyes and imagine me snuggling your neck as you are petting me. I will give you little kisses. I am ready to be your forever pal and life long best friend.""",6
Dude,Maltese,White,4,15-Apr-17,20-Jan-17,Male,3,4550,499707,AKC,"“Hi! My name is Dude and there is no need to look any further, because I am the one for you! I promise to brighten your every morning with puppy kisses and snuggle with you every night. I have the nicest coat that just begs to be petted. I have a secret to share with you, too. I absolutely love to have my tummy rubbed! I love it so much that I will melt in your arms while you do it. Don't you want me to be the newest addition to your family? I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”",10
Charlie,Cocker Spaniel,Buff & White,22,13-Apr-17,16-Feb-17,Male,18,2095,499708,AKC,"""Hi my name is Charlie. I will melt your heart and soul as you see me every time you look at me. I am so sweet-faced and I can't wait to go and play with you. We will be best friends forever. I will try hard to learn everything you teach me to be a good puppy to a doggie. I love to kiss you. I have freckles on my nose. I come with a veterinarian health check and I check from my head to my tail. I got an A+ on my health report. I am ready to have a forever home and become your best friend. Imagine us together?, just think about how happy we will be together. Say yes to me.""",6
Golden,Cocker Spaniel,Buff,22,13-Apr-17,16-Feb-17,Female,18,2095,499715,AKC,"""Hi, I am Golden. I am ready for you to be your newest family members. I will melt your heart at first sight. I have been vet checked and will have all my vaccination. I am checked from my head to my tail. I will love you. We can play, go for walk and nap together. I will wake you with my sweet kisses. I can't wait for us to be forever friends. Please pick me so we can start our new lives.""",6
Benny,Mastiff,Brindle,190,I'm ready today!,15-Jan-17,Male,160,3850,499717,AKC,"Benny was bred by two wonderful parents. Both parents have quality standards set forth and outlined by the MCOA. Each has good bone, substance, head, top line, angulation, rear, chest, and most importantly, each parent is intelligent and has a balanced disposition. Each parent was health tested in multiple ways in order to lessen genetic, or physical inherited traits. The sire is a top pick male that came to us from Budapest Hungary and his pedigree is nothing but champions and legends of the breed. The dam of these puppies is a top pick female out of a litter of 20 puppies from a beautiful female with lots of substance and bone, a nice pedigree, and a great disposition. Benny's sire is still to date my most balanced mastiff and is physically beautiful. Benny is from solid genetics and bred to improve the breed. He has been smart and curious the entirety of his life thus far. Anyone bringing Benny home will be lucky to receive this sweet boy.",11
Lola,Maltese,White,4,15-Apr-17,20-Jan-17,Female,3,4550,499719,AKC,"“Hi! My name is Lola and there is no need to look any further, because I am the one for you! I promise to brighten your every morning with puppy kisses and snuggle with you every night. I have the nicest coat that just begs to be petted. Don't you want me to be the newest addition to your family? I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”",10
Hutch,Beagle,Lemon & White,16,I'm ready today!,23-Jan-17,Male,14,1675,499723,UABR,"“Hi! My name is Hutch and there is no need to look any further, because I am the one for you! I promise to brighten your every morning with puppy kisses and snuggle with you every night. I have the nicest coat that just begs to be petted. I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”",10
Ivy,Labradoodle,Chocolate,65,5-Apr-17,8-Feb-17,Female,65,2725,499725,CKC,"""Hello! My name is Ivy and I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you! I can't wait to leap in your arms and be yours forever! I promise to come home up to date on my puppy vaccinations and pre-spoiled. I am a very happy, healthy puppy and I am sure I will make that perfect addition to your loving family. Make me the newest member and I will be sure to have puppy kisses waiting just for you.”",8
Audrey,Labrador Retriever,Black,65,I'm ready today!,1-Feb-17,Female,70,2050,499726,AKC,"This beautiful English Lab's name is Audrey. She is very playful and likes to be in the middle of whatever is going on. She is on the move, checking out things around her. She is like her parents in that they are both people loving Labs and are always up for a game of fetch and a good belly rub. Audrey is looking for her fantastic forever family. She can't wait to come home to you!",9
Max,Labrador Retriever,Black,65,I'm ready today!,1-Feb-17,Male,70,2250,499727,AKC,"Meet Max! He is an incredible English Lab, with a soft black coat. This boy has a handsome, friendly face and blocky head. Max enjoys playing tug of war and romping with his littermates.  His parents are both very friendly Labs, who want to please. His father has OFA certified with good hips and wants to be right beside you whenever he can. His mother is a playful girl, who is such a sweet and loving pet. Max should prove to be an outstanding companion for his forever family.",9
Lilly,Maltese,White,4,15-Apr-17,20-Jan-17,Female,3,4550,499729,AKC,"""Hi, I'm Lilly. I'm a beautiful sweetheart. I will be your best friend forever, giving you all my love and kisses. I love to cuddle and play. I will come to my new furever home with a complete nose to tail vet check and will arrive up to date on my puppy vaccinations. Wouldn’t you love to bring me home? My healthy habits will surely rub off on you. We will be unstoppable! Puppy kisses are waiting, but I charge a belly rub for each!”",10
Jake,Beagle,"Chocolate, White & Tan",16,I'm ready today!,30-Jan-17,Male,14,1675,499730,UABR,"“I have a lot of adventures planned for you and me. Are you the lucky one for me? I sure hope so! My name is Jake and I’m a cutie. I love to share, and I’m good at it, too. If you like, you can cuddle with me in my doggy bed on those cold nights. I’ll make plenty of room for you. You can take me for long walks, as I’m always on my best behavior. I’ll be the center of attention with my shinny coat and brilliant personality. When I arrive to my new home, I will be up to date on my puppy vaccinations and vet checked from head to tail. Don’t miss out on me!”",9
Johnny,Beagle,"Black, Tan & White",16,I'm ready today!,30-Jan-17,Male,14,1375,499733,UABR,"“Hi, I'm Johnny! I am the devoted and faithful friend you have been looking for. I will be committed to making you happy every second of the day. Whether it’s my unwavering attention or doing things to make you smile, we’ll be great together. I will be up to date on my puppy vaccinations upon arrival to my new home. Don’t let me pass you by; bring me home soon!”",9
Sheila,Cocker Spaniel,Buff & White,22,13-Apr-17,16-Feb-17,Female,18,2095,499741,AKC,"""Hi, I am Sheila, I have lots of kisses and cuddling to give you when you say yes! I have been vet checked and I will have all my vaccination. I know you're ready for us to be forever friends. We will play, take walks and nap together. I will kiss you and wake you when I have to go outside and I love to learn everything. I have a heart shape spot on my sided. That t is to tell you that I love you. I'm learning more every day and  I can't wait to show you. So say yes to me and we will start our life's together. Close your eyes and just imagine you holding me and  I cuddling around your neck as you petting? me and I kissing your back.""",6
Landon,Beagle,"Black, Tan & White",14,I'm ready today!,9-Jan-17,Male,12,1375,499742,AKC,"“Hi there; my name is Landon. I am silly and sweet as can be, and I am sure that I will make that perfect addition to your loving family. My favorite things to do are giving kisses, napping, and of course being a great friend. I am looking forward to going to my new home. I will be sure to be up to date on my puppy vaccinations and vet checked from head to tail, so we can go on those long walks together. If you are looking for a puppy that will make you laugh and smile, then look no further. I am the best at making people happy.”",12
Levi,Beagle,"Black, Tan & White",14,I'm ready today!,9-Jan-17,Male,12,1375,499743,AKC,"“I bet that you’ve never seen a puppy like me! I’m just that cute! My name is Levi and playing is my game. I can’t wait to meet my new family. We are going to have so much fun together. We’re going to go for nice walks, play lots of games, and when we’re done we’ll curl up next to each other. Do you think you could be the family for me? I hope so! Oh, and did I mention that I give world-famous puppy kisses? Don’t miss out on them!”",12
Logan,Beagle,"Black, Tan & White",14,I'm ready today!,9-Jan-17,Male,12,1375,499748,AKC,"""My name is Logan! Am I not the cutest puppy you've ever seen? That's what everyone keeps telling me. Not only am I cute, but I have a great personality too. I love to be around people and you will definitely enjoy being with me! Before arriving home to you I will be up to date on my vaccinations and pre-spoiled. I will make the perfect best friend and companion! So what are you waiting for? Choose me today!""",12
Lucky,Beagle,"Black, Tan & White",14,I'm ready today!,9-Jan-17,Male,12,1375,499749,AKC,"“Hi, my name is Lucky. I am so anxious to meet my new forever family. Could that be with you? I sure hope so. I am a gorgeous puppy with a personality to match. I am also up to date on my vaccinations and vet checked from head to tail, so when you see me I will be as healthy as can be. I will be the best friend you’ve dreamed of. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to choose me today!”",12
Cliff,Cavalier King Charles Spaniel,Black & Tan,14,7-Apr-17,10-Feb-17,Male,16,2875,499752,AKC,"This is little Cliff. He is very outgoing, loving, and playful. He is a bundle of love from head to toe. He loves to cuddle and give sweet puppy kisses. He is being raised in our home around other dogs and cats. He plays with our 6 year old granddaughter, so he is socialized with children as well. His parents have great champion bloodlines. Cliff is very healthy and will come to you up to date on vaccinations. He is going to be a great addition to your family and he can't wait to meet you! Don't miss out on this cutie!",7
Midas,Shih Tzu,Black & White,5,10-Apr-17,11-Feb-17,Male,9,3895,499753,AKC,"Meet our special baby, Midas. He is a perfect little AKC registered boy! He has a gorgeous round head, short legs, plus a super flat face. He is sweet, adorable, and lovable in every way. Currently, his day consists of mostly napping. He loves to be cuddled and scratched. He will up to date on his vaccinations and vet checked. Midas will be well socialized, and has started on puppy pad training. Both of his parents are small. He can't wait to venture off to his new home and family. He comes with a new blanket, a travel crate, and starter food. Reserve Midas today! You will be so happy you made this choice!",7
Sugar Lin,Shih Tzu,Liver & White,5,8-Apr-17,11-Feb-17,Female,9,3895,499754,AKC,"Meet our special baby girl, Sugar Lin. She is as perfect as they come! She has a gorgeous round head, and a super flat face. She also has big, round bluish green eyes. She is sweet, adorable, and lovable in every way. She loves to be cuddled and held. She will be up to date on her vaccinations and vet checked. Sugar Lin will be well socialized, and has started on puppy pad training. Both parents are small and she is expected to be similar. She is anxiously awaiting your call, so that she can venture off to her new home and family. She comes with a new blanket, a travel crate, and starter food. Reserve Sugar Lin today! You will be so happy you made this choice!",7
Su Ling,Shih Tzu,Liver & White,5,10-Apr-17,11-Feb-17,Female,9,3895,499755,AKC,"Meet our special treasure, Su Ling! She has a gorgeous round head, short legs and back, and has a super flat face. She also has big, round bluish green eyes. She is sweet, adorable, and lovable too! Currently, her day consists of mostly napping; she really likes to sleep on her back. She loves to be cuddled and talked to. She will arrive up to date on her vaccinations, and vet checked. Su Ling will be well socialized, has started on puppy pad training and will use a pad to potty. She is anxiously waiting, so that she can venture off to her new home and family. She comes with a new blanket, a travel crate, and starter food. Reserve Su Ling today! You will be so happy you chose her!",7
Stetson,Boston Terrier,"Seal, Brindle & White",16,I'm ready today!,16-Jan-17,Male,16,2495,499756,AKC,"Look no further! You have found your new baby boy. Stetson is exactly what you have been looking for, perfect in every way. He loves playing ball in the yard and is always up for movie-time. He is just waiting for that perfect family to make him theirs. Don’t miss out on this handsome baby boy. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. What are you waiting for? Make this cuddle bug yours today.",11
Sage,Boston Terrier,Red & White,16,I'm ready today!,16-Jan-17,Female,16,2495,499760,AKC,"Ready to know what puppy love really is? Then meet Sage! This gorgeous girl will steal your heart the moment you meet her. She is that great companion that everyone wants. Sage will have a complete nose to tail vet check and arrive up to date on her vaccinations. She’s ready to play, but most importantly ready to love you always and unconditionally. This beauty truly is a special girl, so don’t let her slip by. A lifetime of wonderful memories is waiting for you!",11
Scarlet,German Shepherd,Black & Red,90,I'm ready today!,22-Dec-16,Female,70,2450,499766,AKC,"Meet Scarlet, this puppy is such a sweetheart. Scarlet is one of a kind, and that knows when it's play time and when it's time to just settle down. Scarlet comes from some of the most famous dog in the world. Scarlet can play with children and adults, plus all other animals she lives around. Scarlet will have a complete nose to tail vet check and arrive up to date on her vaccinations. She is so excited to meet you. She can't wait to jump into your arms and shower you with puppy kisses!",14
Karter,Yorkshire Terrier,Black & Tan,4,I'm ready today!,27-Jan-17,Male,3,2725,499768,AKC,"Karter is simply precious! You just can't go wrong choosing him. He  has been raised in a loving home environment, so he is already very well socialized. This cutie comes up to date on vaccinations and vet checked to help make his transition from our home to yours an easy one. Karter will surely be the talk of your town, and he is just waiting for that perfect family to call his own. Don’t let this baby boy pass you by. He will be that perfect, fun-loving addition that you have been looking for.",9
Ziggy,Maltipoo,Apricot & White,7,9-Apr-17,12-Feb-17,Male,7,2450,499769,Not registered,"Stop right there! You have found your new baby boy. Ziggy is as adorable as a puppy can be. He will be sure to shower you with his puppy love kisses every morning just to let you know how much you mean to him. Ziggy will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his puppy vaccinations and vet checks just in time to come to his new home. Don’t miss out on the newest addition to your family. He will be sure to steal your heart away.",7
Buddy,Mastiff,Brindle,190,I'm ready today!,15-Jan-17,Male,160,3850,499775,AKC,"Buddy is from solid genetics and bred to improve the breed. He has been adventurous and outgoing the entirety of his life thus far. He is a true prince charming. He is just as handsome and lovable as they come. He is always up for anything. He will be the first to run in the yard for a good game of catch or to lie on the couch for a good nap. He is just an all-around great pup! Buddy will be sure to come home to you up to date on his vaccinations and vet checks. Don’t let this all around star pass you by. He will be sure to make that perfect, playful, loving addition that you and your family have been searching for.",11
Barnaby,Mastiff,Brindle,190,I'm ready today!,15-Jan-17,Male,160,3850,499779,AKC,Barnaby is from solid genetics and bred to improve the breed. He has been sweet and playful the entirety of his life thus far. He is currently waiting for his forever loving family to make him theirs today. Barnaby is just as playful and lovable as they come. He will be sure to be the talk of your town. Barnaby will be sure to come home to you up to date on his puppy vaccinations and vet visits. Don’t let this handsome baby boy slip away from you. He will be sure to make that perfect loving addition that you have been searching for.,11
Barkley,Mastiff,Brindle,190,I'm ready today!,15-Jan-17,Male,160,3850,499780,AKC,"Barkley is from solid genetics and bred to improve the breed. He has been social and curious the entirety of his life thus far. He is outgoing, playful, loving, and charming. He will be the talk of the town. Just look into those eyes and tell me you don’t agree. He is always so sweet and wants to please. Barkley will be sure to come to his new home happy, healthy, and ready to fill your home with his puppy love. He will be up to date on his puppy vaccinations and vet checks just in time to come home to you. What are you waiting for? You have found the perfect prince charming right here.",11
Bubba,Mastiff,Brindle,190,I'm ready today!,15-Jan-17,Male,160,3850,499782,AKC,"Bubba is from solid genetics and bred to improve the breed. He has been laid back, intelligent and sweet the entirety of his life thus far. He is as handsome and loving as they come. Bubba will be sure to win your heart over with just one look. This little pup is always up for anything. He loves to play with toys. When he is all done with playtime, he will be the first one to curl right up to you for a good, old afternoon nap. Bubba will be coming home to you up to date on his vaccinations and will have a full head to tail checkup. Don’t miss out on this lovable, handsome boy. He will surely be the perfect puppy addition to your family!",11
Marley,Shetland Sheepdog,"Blue Merle, White & Tan",18,15-Apr-17,14-Feb-17,Female,25,2450,499783,APRI,"“Are you looking for the best puppy ever? Well, you found me! My name is Marley and I am the best! How do I know? Well, just look at me. Aren’t I adorable? Also, I come up to date on my vaccinations and fully vet checked from head to tail, so not only am I cute, but healthy too! I promise to be on my best behavior when I’m with my new family. I listen carefully and I’m well socialized. I’m just a bundle of joy to have around. So hurry and pick me to show off what an excellent puppy you have!”",7
Buck,Shetland Sheepdog,"Blue Merle, White & Tan",18,15-Apr-17,14-Feb-17,Male,25,2050,499785,APR,"“Hi, my name is Buck. I am so anxious to meet my new forever family. Could that be with you? I sure hope so. I am a gorgeous puppy with a personality to match. I am also up to date on my vaccinations and vet checked from head to tail, so when you see me I will be as healthy as can be. I will be the best friend you’ve dreamed of. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to pick me and choose me today!”",7
Trixie,Bulldog,Red & White,50,I'm ready today!,16-Jan-17,Female,40,3550,499786,AKC,"“Hi, my name is Trixie. I am so anxious to meet my new forever family. Could that be with you? I sure hope so. I am a gorgeous puppy with a personality to match. I am also up to date on my vaccinations and vet checked from head to tail, so when you see me I will be as healthy as can be. I will be the best friend you’ve dreamed of. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to pick me and choose me today!”",11
Chandler,Cavalier King Charles Spaniel,Blenheim,14,I'm ready today!,26-Dec-16,Male,20,2350,499792,AKC,"From the moment Chandler jumps into your arms, he will be sure to snuggle right into your heart and never leave. This little guy is truly one of a kind and he hopes to find a family that is just as special as he is. Whether playing all day or cuddling with the family, Chandler promises to be your most loyal and loving companion. Before coming home to you, Chandler will be vet checked and up to date on his vaccinations. Don't miss out on making this wonderful boy part of your family!",14
Joey,Cavalier King Charles Spaniel,Black & White,14,I'm ready today!,26-Dec-16,Male,20,2350,499798,AKC,"Meet Joey. He is a perfect puppy! Joey is the lifelong companion you’ve been looking for. He loves to be held and spoiled. When arriving to his new home, Joey will be up to date on vaccinations, vet checked, and pre-spoiled. After a long day at work, this cutie will surely make your day with his puppy kisses waiting at the door. Joey loves to cuddle and just relax while getting his belly rubbed. Hurry! He can’t wait to start sharing his love with your family!",14
Bestbud,Australian Shepherd,Red Tri,45,I'm ready today!,28-Jan-17,Male,35,1175,499800,APRI,"This is Bestbud! This handsome guy is going to be the hottest thing on the block; look at that attractive coat! Get ready to be the envy of the neighborhood while out on your daily walks with him. Before coming home to you, Bestbud will be up to date on his vaccinations. Don’t miss out on this great puppy; he can’t wait to come home to his new family!",9
August,Beagle,"Black, Tan & White",20,5-Apr-17,8-Feb-17,Male,18,1595,499801,UKC,"How can you say no to this baby face? August is just as silly as they come. He is always trying to catch your eye with his puppy tricks. He will surely be the talk of your town, and he is just waiting for that perfect family to call his own. August will come home to you up to date on his puppy vaccinations and vet checks. Don’t let this baby boy pass you by. He will be that perfect, fun-loving addition that you have been looking for.",8
Lilly,Beagle,Lemon & White,20,5-Apr-17,8-Feb-17,Female,18,1475,499802,UKC,"Meet our little princess, Lilly! She loves to wake up early and take long morning walks in the fresh air. Lilly has her favorite toys and can play all day. She will make a great companion. Lilly will have a complete nose to tail vet check and arrive up to date on her puppy vaccinations. She’s ready to meet her new family! Hurry! Don’t let her pass you by!",8
